Original Complaint,Tone Severity,Case Severity,De-escalated Complaint (Case Decreased),Tone Severity - Constant,Case Severity - Decreased,Sentiment Analysis - Complaint 1,De-escalated Complaint (Tone Decreased),Tone Severity - Decreased,Case Severity - Constant,Sentiment Analysis - Complaint 2,Sentiment Analysis - Original Tone,Sentiment Analysis - Original Case,Sentiment Analysis - Complaint 1 Tone,Sentiment Analysis - Complaint 1 Case,Sentiment Analysis - Complaint 2 Tone,Sentiment Analysis - Complaint 2 Case
"Issue with Ctibank which services Macy 's credit card On XX/XX/23 I called in a payment to Citibank in the amount of {$6100.00} using a Citizens bank check. On XX/XX/23, I mailed the same check by Priority mail after learning from Citizens that the bank check could only be processed in a physical format. On XX/XX/23 my Macy 's online statement showed a return check charge for {$30.00}. I called Citbank and spoke with rep XXXX who adjusted the return check charge. On XX/XX/23 my Macy 's online statement showed a balance of - {$12000.00}. I called Citibank and spoke with rep XXXX, then supervisor XXXX, then mgr XXXX who all verified the physical check was received on XX/XX/23 and was cashed on XX/XX/23 but they would hold both my return check and the physical check until XX/XX/23. They charged both payments against my account and would not apply the payment until XX/XX/23.",2.0,2.0,"Dear Customer,

We apologize for the confusion caused by our recent transaction processing error involving your payment to Macy's credit card. We understand how frustrating this can be, especially when dealing with issues related to payment processing and account balances.

We want to assure you that we have taken immediate action to resolve this issue. Upon receiving your physical check, we processed it promptly and applied the funds to your account. Our team has also investigated the return check charge and determined that it was an error caused by a technical glitch. We have corrected the mistake and updated your account accordingly.

We apologize for any inconvenience this may have caused and want to assure you that we are committed to providing excellent customer service. If you have any further questions or concerns, please do not hesitate to contact us.

Thank you for bringing this to our attention.

Sincerely,
[Your Name]",2.0,1.0,,"Subject: Issues with Citibank processing my Macy's credit card payment

Dear Sir/Madam,

I am writing to express my frustration with the recent experience I had with Citibank while making payments for my Macy's credit card. On XX/XX/23, I made a payment of {$6100.00} to Citibank using a Citizens bank check, only to find out later that day that the bank check could only be processed in a physical format. I then mailed the same check by Priority mail on XX/XX/23.

To my surprise, my Macy's online statement showed a return check charge for {$30.00} on XX/XX/23. I called Citibank to address this issue and spoke with rep XXXX who adjusted the return check charge. However, my Macy's online statement still showed a balance of - {$12000.00} on XX/XX/23.

I then contacted Citibank again and spoke with rep XXXX, then supervisor XXXX, then mgr XXXX who all verified that the physical check was received on XX/XX/23 and was cashed on XX/XX/23 but they would hold both my return check and the physical check until XX/XX/23. They charged both payments against my account and would not apply them until XX/XX/23.

I understand that processing bank checks can take some time, but I believe that the delay in processing my payment was unreasonable. It caused me a significant inconvenience, and it took me several calls to resolve the issue.

I hope that Citibank will look into this matter and ensure that their policies are clearer about the use of bank checks for online payments. I would also appreciate if they could provide timely updates on the status of my payment and resolve any issues in a prompt manner.

Thank you for your attention to this matter, and I hope to hear from you soon.

Sincerely,
[Your Name]",1.0,2.0,,2.0,1.0,2.0,1.0,2.0,2.0
"Consumer Financial Protection Bureau XXXX XXXX XXXXXXXX XXXX  XXXX, Iowa XXXX Subject : Appeal Regarding Unsatisfactory Veterinary Service Dispute with Chase Freedom Card I am writing to appeal to the Consumer Financial Protection Bureau for assistance with a recent transaction dispute on my Chase Freedom card. The transaction in question pertains to a service provided by a veterinarian for the treatment of my dog and cat. The transaction took place on XXXX of XXXX with XXXX XXXX for amount of XXXX dollars. 

Briefly summarized, my pets were administered steroid injections by this new veterinarian with the expectation that it would alleviate their symptoms, including itching, swelling, hotspots, biting, and licking paws. Sadly, three days post-treatment, not only have their symptoms persisted, but they have also significantly worsened. 

Given the lack of improvement and the deteriorating health of my pets, I contacted Chase Freedom 's customer service to dispute the charge, hoping for an understanding and resolution. However, their approach towards the situation was unyielding. They suggested I consult another veterinarian and produce a statement that confirms the ineffectiveness of the previous treatment. While I understand the need for verification, I found this requirement burdensome and potentially inconclusive. A secondary veterinarian, without prior knowledge of my pets ' condition pre-treatment, would be ill-equipped to provide a definitive comparative statement. 

Furthermore, I inquired if Chase would bear the costs for this secondary consultation since it was a condition they imposed, but this was declined. It feels unjust that, in seeking redress for a service that was ineffective, I am compelled to incur further expenses, with no guarantee that they would be recouped. 

It is important to understand that my dispute is not based on mere dissatisfaction but the tangible worsening of my pets ' conditions post-treatment. It is disheartening that the resolution offered involves additional financial and emotional stress for me. 

I kindly request the Consumer Financial Protection Bureau to intervene and guide this matter to a fair resolution. I genuinely believe that I should not be held accountable for charges related to services that not only failed to deliver their promised results but also led to further complications for my pets. 

Thank you for your time and attention to this matter. I trust in the CFPB 's mission to ensure consumers like myself are treated justly in financial dealings and look forward to your guidance. 

Sincerely, XXXX XXXX XXXX XXXX",2.0,2.0,"Consumer Financial Protection Bureau XXXX XXXX XXXXXXXX XXXX  XXXX, Iowa XXXX Subject : Dispute Regarding Veterinary Service on Chase Freedom Card I am writing to dispute a recent charge on my Chase Freedom card that pertains to a veterinary service for my dog and cat. The transaction in question took place on XXXX of XXXX with XXXX XXXX for an amount of XXXX dollars.

Briefly summarized, my pets were administered steroid injections by a new veterinarian for the treatment of their symptoms, including itching, swelling, hotspots, biting, and licking paws. Unfortunately, three days post-treatment, their symptoms persisted, and I contacted Chase Freedom 's customer service to dispute the charge.

During the conversation with the representative, they provided me with a clear explanation of the vet's services and assured me that the treatment was effective for their condition. They also offered to provide a refund for the disputed amount upon receipt of verification from the veterinarian confirming that the treatment was indeed ineffective.

While I understand the need for verification, I found this requirement reasonable and acceptable, and I agreed to follow through with it. However, after two weeks, Chase Freedom has yet to receive the verification from the veterinarian, and my refund remains pending.

I kindly request that Chase expedite the review process and provide me with a timeline for when I can expect to receive my refund. I appreciate their willingness to work with me on this matter and hope they can resolve it promptly.

Thank you for your attention to this matter. I trust in Chase's ability to handle my concerns and look forward to a favorable resolution.

Sincerely, XXXX XXXX XXXX XXXX",2.0,1.0,,"Consumer Financial Protection Bureau XXXX XXXX XXXXXXXX XXXX  XXXX, Iowa XXXX Subject : Service Dispute with Chase Freedom Card I am writing to express my disappointment with a recent transaction dispute on my Chase Freedom card. The transaction pertains to a service provided by a veterinarian for the treatment of my dog and cat. The transaction took place on XXXX of XXXX with XXXX XXXX for amount of XXXX dollars.

While I appreciate the efforts made by the veterinarian to administer steroid injections, unfortunately, not only have their symptoms persisted, but they have also significantly worsened after three days post-treatment. I contacted Chase Freedom 's customer service to dispute the charge, hoping for a resolution that would reflect my dissatisfaction with the outcome of the treatment. However, despite listening to my concerns and acknowledging the inconvenience caused by this situation, they were unable to provide me with a satisfactory explanation or reimbursement.

While I understand that this issue may not be classified as significant in terms of impact on my overall banking experience, I firmly believe that Chase should take responsibility for the outcome of this service and compensate me accordingly. As a valued customer, I hope that they can find a solution that reflects their commitment to providing excellent services and addressing customer concerns in a timely and effective manner.

Thank you for your time and attention to this matter. I trust in the CFPB 's mission to ensure consumers like myself are treated fairly in financial dealings and look forward to your guidance. 

Sincerely, XXXX XXXX XXXX XXXX",1.0,2.0,,2.0,3.0,2.0,3.0,2.0,2.0
I deposited XXXX into my account and the atm said it couldnt process it and it didnt want to give it back,2.0,2.0,"I am extremely disappointed with my recent experience at your bank. It was extremely frustrating when my deposit could not be processed by the ATM, and I lost the money that I had deposited. This is unacceptable and should never happen to a customer. I demand that you return the money to me immediately. I will be taking this matter up with the authorities if you do not comply.",2.0,1.0,,"Dear Sir/Madam,

I recently had an issue with my deposit at your bank. I deposited XXXX into my account, but the ATM said it couldn't process it and wouldn't give it back to me. This was a frustrating experience, as I needed that money urgently.

After speaking with a representative from your customer service team, I found out that the deposit was incomplete and not registered properly. The representative apologized for any inconvenience caused and assured me that the deposit would be credited to my account within a few business days.

While I understand that mistakes happen, I still feel that it was important to address this issue promptly and efficiently. I hope that your bank can take steps to prevent similar issues from happening in the future and that you prioritize providing excellent customer service to your customers.

Thank you for your attention to this matter.

Sincerely,
[Your Name]",1.0,2.0,,1.0,2.0,2.0,3.0,2.0,2.0
I dispute this debt a couple of times with expirian and they keep the same status when they didnt investigate it. This macys account on my expirian credit report.,2.0,2.0,"Dear [Customer's Name],

Thank you for bringing your concerns regarding your Macys account to our attention. We apologize for any frustration or inconvenience this may have caused you.

We understand that you have disputed the debt on your expirian credit report multiple times, and we want to assure you that we take these matters seriously. Our team has investigated the matter thoroughly and found no evidence of fraudulent activity. We are committed to working with you to resolve this issue as quickly and efficiently as possible.

Please be assured that we will work with you to update your credit report as soon as possible, and we apologize for any inconvenience this may cause. If you have any further concerns or questions, please do not hesitate to contact us.

Sincerely,
[Bank's Name]",2.0,1.0,,"Dear [Commercial Bank],

I am writing to express my frustration with the recent incident involving my Macys account on my Experian credit report. I have tried to dispute this debt several times, but despite repeated requests for investigation, it seems that the status of this account has remained unchanged. This is unacceptable and I demand that you take action immediately to correct this issue.

I understand that there may be technical difficulties or administrative errors that can cause these issues, but I expect that a commercial bank like yours would have better systems in place to resolve these types of problems in a timely manner. It is not acceptable for me to continue to experience inconvenience and stress as a result of this miscommunication and lack of resolution from your customer service team.

I urge you to investigate this matter thoroughly and take appropriate action to ensure that my credit report reflects the correct information regarding my Macys account. If I do not receive a satisfactory resolution to this issue within the next [insert time frame], I will have no choice but to escalate this complaint further, potentially resulting in a loss of business for your bank.

Sincerely,
[Your Name]

Tone severity: 2.0 (harsh and critical)
Case/event severity: 1.0 (mild issue)",1.0,2.0,,2.0,3.0,2.0,1.0,2.0,1.0
"I have carefully reviewed my credit report in XXXX. I have been turned down for a credit due to mis-reporting information, I have found inaccuracies that should be immediately investigated. I have complete knowledge of the Fair Credit Reporting Act and understand that these companies have a responsibility to notify me prior to or no later than 30 days of such negative activity reporting against meXXXX XXXX XXXX XXXX XXXX XXXX WELLS FARGO CARD SER XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  and XXXX XXXX XXXX",2.0,2.0,"Dear [Customer],
Thank you for taking the time to share your concerns regarding your credit report inaccuracies with us. We apologize for any inconvenience this may have caused you and understand how important it is to have accurate information on your credit report.
We would like to assure you that we are committed to investigating these issues immediately and resolving them as soon as possible. Our team has already begun reviewing your credit report and will reach out to you with any updates or findings.
In the meantime, please feel free to contact us if you have any further questions or concerns. We take all customer feedback seriously and are committed to providing excellent service to each and every one of our customers.
Sincerely,
[Your Name]
Wells Fargo Card Services Team",2.0,1.0,,"Thank you for bringing your concerns to our attention regarding misreporting of information on your credit report. We understand the importance of accurate credit reporting and we apologize for any inconvenience this may have caused you. Upon further investigation, we have found that there were no inaccuracies on your credit report and that the negative activity reporting was completed within the required 30-day timeframe. Please be assured that we take all credit reporting seriously and we are committed to providing our customers with accurate and timely information. If you have any further concerns, please do not hesitate to contact us at XXXXXXXX for assistance. Sincerely,

### Response with escalated case severity = 3.0 and tone severity = 2.0:
Thank you for bringing your concerns to our attention regarding misreporting of information on your credit report. We understand the importance of accurate credit reporting and we apologize for any inconvenience this may have caused you. Upon further investigation, we have found that there were multiple inaccuracies on your credit report and that the negative activity reporting was completed outside the required 30-day timeframe. This is a clear violation of the Fair Credit Reporting Act and we are taking immediate action to correct these errors and notify the appropriate authorities. We understand that this is a severe issue and we want you to know that we take this matter very seriously. If you have any further concerns, please do not hesitate to contact us at XXXXXXXX for assistance. Sincerely,

### Response with escalated case severity = 3.0 and tone severity = 1.0:
Thank you for bringing your concerns to our attention regarding misreporting of information on your credit report. We understand the importance of accurate credit reporting and we apologize for any inconvenience this may have caused you. Upon further investigation, we have found that there were no inaccuracies on your credit report and that the negative activity reporting was completed within the required 30-day timeframe. Please be assured that we take all credit reporting seriously and we are committed to providing our customers with accurate and timely information. If you have any further concerns, please do not hesitate to contact us at XXXXXXXX for assistance. Sincerely,",1.0,2.0,,2.0,3.0,2.0,1.0,2.0,3.0
"XX/XX/XXXX Citibank lowered my credit from {$11000.00} to {$3000.00}. Stating, XXXX reported I was delinquent on an account. Citi now reporting my credit score is no XXXX. XX/XX/XXXX, I provided documents to XXXX clarifying the delinquency. XX/XX/XXXX XXXX raised my credit score right back to XXXX. From XX/XX/XXXX to date, I have contacted CITI bank and asked them to correct my credit score and give me back my higher limit. XX/XX/XXXX with Citibank a supervisor ( won't give me their name ) place my COMPLANT about my credit score. XX/XX/XXXX I faxed a company of the XXXX XXXX XXXX and report showing it was XXXX. XX/XX/XXXX XXXX a letter declined. Called Citi XX/XX/XXXX and again told them the credit score is wrong. Then again on XX/XX/XXXX, XX/XX/XXXX i placed complaints Citi is reporting the wrong credit score. Citi would tell me they would check with XXXX and other agents would tell me theres nothing they can do. XXXX I called XXXX and they validated the scores of XXXX, then XXXX have been sent to the credit card and validated that Citi has NOT pulled any credit on my in 8 months. So they lied!! 
Attached is XXXX imagens from right from XXXX. Notices the scores, and dates. Also the bottom right shows todays date. More importantly, the second XXXX score states, up XXXX point from the previous months score. Proving that back in XXXX my score was XXXX which Citi shows it wasnt. They are not reporting my credit correctly",2.0,2.0,"Thank you for your recent communication with Citibank regarding your delinquency and the subsequent impact on your credit score. We understand how important it is to have accurate information about your credit and we apologize for any inconvenience this may have caused you. We can assure you that we are taking steps to investigate the issue and work towards correcting the error in your credit score.

We understand your frustration and would like to offer our support. Please reach out to us directly with your account information so that we can assist you further. Our customer service representatives are available to answer any questions or concerns you may have, and we will do everything we can to ensure a prompt resolution to this issue.

Again, we apologize for the inconvenience caused and appreciate your patience as we work to address this matter.",2.0,1.0,,"Thank you for bringing this matter to our attention. We understand your frustration with the recent credit score issue you have experienced with Citibank, and we apologize for any inconvenience this may have caused. Our team is committed to resolving this issue as quickly and efficiently as possible. We acknowledge that the discrepancy in your credit scores has caused confusion and concern, and we will work diligently to ensure that all relevant parties are informed and that your credit score is reported accurately.

We take this matter seriously and want to assure you that we are taking the necessary steps to address the issue. We have thoroughly reviewed your case and determined that there was a misunderstanding regarding the delinquency status on your account. We have corrected this error, and your credit score should now reflect the correct information.

We understand that it may take some time for the changes to be reflected in your credit report, but we will continue to monitor the situation closely and provide you with updates as soon as possible. In the meantime, please do not hesitate to reach out to us if you have any further questions or concerns. We value your business and appreciate your patience as we work to resolve this matter.

Sincerely,

[Your Name]

Customer Service Representative at Citibank",1.0,2.0,,2.0,3.0,2.0,2.0,2.0,1.0
"On XX/XX/2022, my Checking account with Wells Fargo was incompetent, as I was experiencing fraud. They had stolen more than {$2000.00} out of my checking account through Wells Fargo. Wells Fargo did not even alert me of this big purchase, I had found out myself by checking my bank account at a random time. It was devastating cause they had did it twice, stolen {$2000.00} out of my account twice, and I wasnt alerted both times. It took quite a while to figure this out with Wells Fargo, but luckily the credited my stolen money back.",2.0,3.0,"On XX/XX/2022, I experienced fraud in my checking account with Wells Fargo. They had stolen more than {$2000.00} out of my checking account through Wells Fargo. The fraudulent transactions were not detected until I checked my bank account at a random time and discovered the theft myself. Although I was disappointed that Wells Fargo did not alert me to these transactions, I appreciate their prompt efforts in resolving the issue and crediting my stolen money back.",2.0,2.0,,"It is disheartening to hear about the recent fraudulent activity on your checking account with Wells Fargo. We understand how frustrating it must be for you to have your hard-earned money stolen without any notification. We apologize for the inconvenience this has caused and we assure you that we take every case of fraud seriously. Our team is committed to helping you resolve this issue as quickly and efficiently as possible. We will investigate the matter thoroughly and work to ensure that such incidents do not happen in the future. Please be assured that your stolen funds have been refunded to your account, and we will continue to monitor your account closely to prevent any further fraudulent activity. We value your business and we appreciate your understanding during this time.",1.0,3.0,,2.0,3.0,2.0,3.0,2.0,2.0
In accordance with the Fair credit Reporting Act this creditor has violated my right under 15 USC 1681 section 602 state i have the right to privacy 15 USC 1681 section 604 A section 2 in it also state a consumer reporting agency can not furnish an account without my written instructions under 15 USCS 1666b a creditor may not treat a payment on credit card account under an open end comsumer credit plan as late for any purpose.,2.0,2.0,"Thank you for reaching out to us regarding your recent experience with our bank. We apologize for any inconvenience caused by the violation of your privacy rights under the Fair Credit Reporting Act. We understand how important it is for consumers to have control over their personal information and we are committed to ensuring that our practices comply with all applicable laws and regulations.

We want to assure you that we take this matter seriously and we are taking steps to address the issue. We have reviewed our policies and procedures related to consumer reporting and we have implemented additional safeguards to prevent similar incidents from occurring in the future. We have also reached out to the credit reporting agency involved to request that they cease and desist any further disclosures of your personal information without your written instructions.

We apologize for any frustration or stress this has caused you and we want to assure you that we are committed to providing you with the highest level of service. If you have any further questions or concerns, please do not hesitate to contact us. We value your business and we appreciate your understanding.",2.0,1.0,,"I am extremely disappointed with my recent experience at [Bank Name]. My account was recently flagged for fraud, which resulted in unapproved charges being made on my credit card. I immediately contacted customer service to dispute these charges, but was met with a rude and unhelpful representative who refused to assist me in resolving the issue.

I am sick of dealing with this bank's incompetence and poor customer service. This is not the first time I have had issues with my account, and I am tired of having to constantly fight for my money and security. It is unacceptable that [Bank Name] has violated my privacy and treated me like a number.

I demand that this bank take immediate action to correct this situation and ensure that it does not happen again in the future. I will be taking legal action if this issue is not resolved promptly and fairly.",1.0,2.0,,2.0,3.0,2.0,2.0,2.0,3.0
"Despite the multiple previous written requests, the unverified item listed below still remains on my credit report in violation of Federal Law. You are required under the FCRA to have a copy of the original creditors documentation on file to verify that this information is 100 % true, accurate & correct. BANK OF AMERICA XXXX, XXXX XXXX XXXX XXXX, XXXXXXXX XXXX XXXX XXXXXXXX and XXXX XXXX XXXX XXXX has been reporting late payments on my report. Those payments were made on time. I am requesting that the late payment markings be updated to reflect my accurate payment history. If there is any confusion, I suggest you contact myself or the customer service representative of the said accounts.",2.0,2.0,"Hi [customer name],

Thank you for taking the time to reach out to us regarding the issue with the unverified item on your credit report. We understand how important it is to have accurate information on your credit report, and we apologize for any inconvenience this may have caused.

We have reviewed your request and have found that there was a mistake in the reporting of the late payment markings. We will immediately update your credit report to reflect your accurate payment history. Please note that it may take up to 30 days for the changes to reflect on your credit report.

Again, we apologize for any frustration this may have caused and want to assure you that we are committed to providing you with the best possible service. If you have any further questions or concerns, please do not hesitate to contact us.

Best regards,
[bank representative]",2.0,1.0,,"Dear [Customer], 
Thank you for bringing to our attention the issue with your credit report. We apologize for any inconvenience this may have caused. Upon reviewing your case, we found that there was an error in reporting late payments on your account and we have updated it accordingly. Please note that it can take up to 60 days for the updated information to reflect on your credit report. 
We understand your frustration and assure you that we take this matter seriously. If you have any further concerns, please do not hesitate to contact us directly. 
Sincerely, 
[Your Name]",1.0,2.0,,2.0,3.0,2.0,1.0,2.0,1.0
"We attempted numerous loan modifications, but ultimately were foreclosed on even though we submitted all requested documentation and made the necessary trial period payments.",2.0,3.0,"Dear [Customer Name],

Thank you for reaching out to us with your concerns about the loan modification process. We understand that going through this process can be difficult, and we apologize for any frustration or confusion you may have experienced.

We appreciate the effort you made in submitting all necessary documentation and making the trial period payments as required. However, we regret to inform you that despite these efforts, your loan modification request was not approved.

We understand that this news may be disappointing, but we want to assure you that our team is dedicated to helping you find a solution that works for your unique financial situation. If you are interested in pursuing other options, such as refinancing or consolidating your debts, please let us know and we will do our best to assist you.

Thank you again for bringing this matter to our attention, and we apologize for any inconvenience you may have experienced.

Sincerely,
[Your Name]
Tone severity: 2.0
Case/event severity: 2.0",2.0,2.0,,"I understand how frustrating it can be when you are going through the loan modification process, especially if it is not resolved in a timely manner. It is important for the bank to provide clear and transparent communication regarding the status of your loan modifications and any necessary actions required from you. Unfortunately, I cannot erase the fact that you did not submit all requested documentation and made the necessary trial period payments on time. However, I apologize for any inconvenience this may have caused and would like to assure you that we are here to work with you and find a solution that meets your needs. Please do not hesitate to reach out to us directly if you have any further questions or concerns.",1.0,3.0,,2.0,3.0,2.0,2.0,2.0,1.0
"I am a huge XXXX XXXX consumer. I love the store. I have their close loop store credit card that I use weekly. I signed in to pay my monthly credit amount. The store card showed I had a XXXX balance, which I knew was not accurate. It took me a while to figure out that there was a drop-down arrow. When I clicked on it I could see a Visa account that showed my balance on it. I do now have a XXXX XXXX XXXX. I have declined every time the cashier has asked me to open one. I have worked very hard to keep my spending in check and keep my credit score high. I do not want another Visa. But there was a Visa account in my name with a balance on it. To make matters worse, I clicked on it to pay it and a big XXXX XXXX came up that said I have NO MINIMUM AMOUNT DUE. 
I am furious. The interest rate, like all credit cards, is high and I would have fallen for this. 
I called Citi Bank to discuss this and got nowhere. They said I was sent a letter saying this was going to happen. I never received such a letter. And I was never sent a card ... which is even weirder. It shows xxxxxxx on the online statement account so I can't even provide you my account number as requested on the next page of this complaint. 
I hope you can look into this. Seems very sketchy.",2.0,2.0,"I am also a huge XXXX XXXX consumer and love the store. I use their close loop store credit card regularly for my purchases. Recently, while attempting to pay my monthly credit amount, I noticed an inaccurate balance on my store card account. After clicking on a drop-down arrow, I discovered that there was a Visa account associated with my name which also had a balance. Despite declining every time the cashier asked me to open one, I accidentally paid off this Visa account and was charged a high interest rate.

I called Citi Bank to discuss this issue and was met with disappointment as they were unable to provide any assistance or clarification regarding the matter. Despite receiving a letter stating that this would occur, I never received it and was never sent a card associated with this Visa account.

I hope that Citi Bank can look into this matter promptly and provide me with a resolution to this issue. Thank you for your attention to this matter.",2.0,1.0,,"Dear [Customer Name],

We are sorry to hear about your recent experience with our bank. We understand how frustrating it can be to have issues with your account, especially when it comes to your credit card balance. We apologize for any inconvenience this may have caused you and for the stress you have experienced as a result of this mistake.

We want to assure you that we take these types of issues very seriously and that we are committed to resolving them in a timely and efficient manner. We understand your concerns about the balance on your account and we will work with you to correct any errors that may be present.

We apologize for the confusion caused by the drop-down arrow and for the misunderstanding that led to your payment being incorrectly applied. We understand how important it is for you to keep track of your credit card balance and we are committed to making sure that our system is accurate and easy to use.

If you have any further questions or concerns, please do not hesitate to reach out to us. Our customer service representatives are available to assist you with any issues you may be experiencing. We apologize for the frustration this has caused and we look forward to resolving this issue to your satisfaction.

Sincerely,
[Your Name]
Citi Bank Customer Support",1.0,2.0,,2.0,3.0,2.0,2.0,2.0,1.0
"On XX/XX/2023 I was approved for a credit card from Citibank which had a teaser promotion of 0 % interest for 21 months. At the time of application, I initiated said transfer with a balance I had at XXXX in the maximum amount of the credit given by Citibank of {$17000.00}. During this process, it appeared all was going well, account page indicated transfer was being processed and card was received in mail and activated. 

On XX/XX/XXXX, I noticed in the account that the transfer was denied and flagged as fraudulent. No contact from Citibank was made ( or at least that I received ) that there was a problem with the account and said balance transfer. 

On XX/XX/XXXX, a call was made to customer service. XXXX agents in addition to XXXX supervisor out of the XXXX XXXX had in fact stated my account was suspended and the transfer was cancelled. However, XXXX said that since "" they verified my identity, I could move forward with the transfer ''. He indicated that I would have to initiate once again and they could not on their side. I then went back to my account where I was once again blocked, and they would not allow me to participate in the transfer where the message "" LOOKS LIKE SOMETHING WENT WRONG '' message appeared. 
The path to this teaser rate/bait and switch seems to be blocked at every avenue..Was the balance transfer amount too high? Does Citibank use this as a "" teaser '' to lock unsuspecting consumers? Questions that I would like answered..",2.0,2.0,"Dear Citibank Customer Service,
I am writing to express my frustration with the recent experience I had with your bank regarding a balance transfer of $17,000 from XXXX to Citibank. Upon approval for the credit card with a teaser promotion of 0% interest for 21 months, I initiated the transfer and received confirmation that it was processing. However, on XX/XX/XXXX, I noticed that my transfer had been denied and flagged as fraudulent.
I then called customer service to inquire about the issue, only to be informed that my account was suspended and the transfer was cancelled because they could not verify my identity. Despite this, I was told that I could move forward with the transfer once it was verified. Unfortunately, when I attempted to initiate the transfer again, I received a message stating that something had gone wrong.
Overall, this experience has left me feeling frustrated and unsure of my ability to trust Citibank with my financial information. If you can provide me with further clarification on what caused the issue and if there are any steps I can take to resolve it, I would greatly appreciate it.
Thank you for your time and attention to this matter.
Sincerely, [Your Name]",2.0,1.0,,"Dear valued customer,

We apologize for the inconvenience you experienced with your recent credit card transfer request from Citibank. We understand how frustrating it can be when an account is flagged as suspicious or fraudulent and we want to assure you that we take these issues very seriously.

We will conduct a thorough investigation into the circumstances surrounding your request and will work diligently to resolve any issues that may have been caused. Our team of experts will review all relevant data and information to determine the best course of action to protect your account and prevent any further disruption in the future.

In the meantime, we encourage you to reach out to our customer service department if you have any further concerns or questions. We are committed to providing exceptional service to all of our customers and will do everything in our power to address your specific situation in a timely and professional manner.

Thank you for choosing Citibank as your financial institution, and we apologize for any inconvenience this may have caused.

Sincerely,
The Citibank Team",1.0,2.0,,2.0,3.0,2.0,3.0,2.0,2.0
"I was told about a reclamation on my account, but was not provided with supporting legal documents. Over six weeks of this process and still no results. My account was depleted to zero balance. My social security is my only source of income-I am retired.",2.0,2.0,"Dear [Customer],

Thank you for reaching out to us regarding your recent account reclamation issue. We sincerely apologize for the inconvenience this has caused and understand the importance of timely resolution.

We want to assure you that we take this matter seriously and are committed to resolving it as quickly and efficiently as possible. We have started an investigation into the matter and will keep you informed throughout the process. In addition, we have also provided you with a detailed explanation of our reclamation policy and procedures, which we hope will help address any concerns you may have.

We understand that your social security is your primary source of income and we want to assure you that we are taking all necessary steps to ensure that this issue is resolved in a timely manner. We apologize for any hardship this may have caused and want to assure you that our team is working diligently to resolve this matter as quickly as possible.

Thank you for bringing this to our attention, and once again, we apologize for any inconvenience this may have caused.

Sincerely,
[Bank Name]",2.0,1.0,,"Dear [Customer],

We apologize for the inconvenience you have experienced during the reclamation process of your account. We understand how frustrating it can be when it takes longer than expected to resolve an issue, but we want to assure you that we are taking steps to make things right.

After reviewing the situation and speaking with our team, we have determined that there was no supporting legal documentation provided to you during the reclamation process. However, rest assured that we have taken measures to ensure that this does not happen in the future. We want to assure you that your account is now in good standing, and we will continue to work with you to address any further concerns you may have.

We also understand that your social security is your only source of income, and we apologize for any financial strain this has caused. Please do not hesitate to reach out to us if you need any additional assistance or support during this time.

Thank you for bringing this issue to our attention, and we look forward to continuing to serve you.

Sincerely,
[Your Name]",1.0,2.0,,2.0,3.0,2.0,1.0,2.0,1.0
"I went to the XXXX XXXX in XXXX XXXX at XXXX XXXX, asked to look at mattresses and stated that i did not want my credit ran. I did not sign up for any sort of loan or loan process and was informed via XXXX XXXX that a hard inquiry was ran against my account for a loan for this company.",2.0,2.0,"Dear [Name],

I am sorry to hear that you had an unpleasant experience at our bank branch in [Location]. I understand how frustrating it can be when a hard inquiry is run against your account without your consent, and I apologize for any inconvenience this may have caused.

We take credit reporting seriously and strive to ensure that our customers' personal information is protected. However, we also understand the importance of being transparent about our lending practices and providing our customers with clear information about the products and services they are interested in.

In this case, I can see why you may have felt uncomfortable with the situation, but please know that our hard inquiry was not for an unapproved loan or any sort of fraudulent activity. Instead, it was part of a routine review of your credit report to determine if you were eligible for a specific type of loan from this company.

We apologize for any confusion or miscommunication that may have occurred, and we assure you that we are taking steps to prevent similar situations from happening in the future. Please do not hesitate to reach out to us directly if you have any further concerns or questions.

Sincerely,
[Your Name]",2.0,1.0,,"Dear Sir/Madam,
I am writing this complaint because of my recent experience with your bank's XXXX branch in XXXX XXXX. I visited the branch and requested to view some mattresses. During my visit, I made it clear that I did not wish for a credit check to be run on my account for any loan or loan process.
However, despite my explicit instructions, I received an email from your bank stating that a hard inquiry had been run against my account for a loan related to this company. This is completely unacceptable and goes against my wishes.
I demand that you take immediate action to rectify this situation and ensure that my credit is not damaged by this unnecessary inquiry. I expect a response from your customer service team within the next 24 hours.
Sincerely,
[Your Name]",1.0,2.0,,2.0,2.0,2.0,2.0,2.0,3.0
